"","chlorides","sulphates","nitrates","phosphates","ammonium","calcium","LCBDall","LCBDrepl","LCBDnest","Beta.sorensenall","Beta.sorensen.turn","Beta.sorensen.nest","TaxaS","Dominance_D","Simpson_1.D","Shannon_H"
"K31 BW23",-0.888859512,-0.504282323,0.037753949,-0.148637427,1.790338506,-0.435279161,0.357881722,0.19605666,0.256332394,0.009770241,0.477528789,-0.61669592,1.040291896,0.912781979,0.912793236,1.146970054
"K41 BW23",-0.87597252,-0.469126975,0.259160882,0.196064501,1.877724211,-0.429506546,0.238892214,0.403856068,-0.328122039,0.355547304,1.169758065,-1.073025022,-0.653811942,0.602047878,0.60205925,0.298319238
"WS1 BW23",1.619048596,0.968552373,1.101126068,-0.42439897,-0.423432673,0.238366531,1.072454173,1.307479559,-0.548505532,-0.635680275,-0.165255531,-0.621041918,-0.936162582,0.772837393,0.772848702,0.435138759
"WB1 BW23",1.639477172,0.975600739,0.634933829,0.196064501,-0.259584477,0.216294272,-0.149127199,-0.380168869,0.439028624,-0.2866101,-0.21470048,-0.095176957,1.887343815,0.838525668,0.838536953,1.339256949
"WP1 BW23",1.726516165,0.96809113,0.320013409,-0.700160512,-0.813027272,0.210235551,0.805869484,0.621840007,0.247357107,-0.065672026,0.131414159,-0.25992954,-0.089110663,1.004174362,1.004185585,1.039733131
"WK1 BW23",1.711039344,0.980256409,0.47747362,2.471097226,0.062043462,0.20564102,1.280582338,1.715342211,-0.936810413,0.424702714,0.304471474,0.159063544,-0.230285983,0.554066877,0.554078267,-0.130628451
"BW12 BW23",-1.24059981,-1.332645539,-0.136552441,-1.113802826,-0.9477469,-0.296652245,-0.314630675,-0.315117902,0.035713591,-0.722463534,-0.21470048,-0.670381699,0.052064657,0.350147623,0.350159089,0.462872446
"BW22 BW23",-1.228873061,-1.344882886,-0.083607304,-1.113802826,-0.87613917,-0.302273392,-0.317026318,-0.199746166,-0.179391486,0.009770241,0.823643427,-1.073025022,-0.371461303,0.309021051,0.309032532,0.351937699
"BW32 BW23",-1.237471295,-1.335715686,-0.105266678,2.26427607,-0.885848692,-0.249823376,-0.395647753,-0.597390251,0.412731268,-0.851410364,-0.560815118,-0.384226381,0.334415297,0.57634377,0.576355152,0.793827775
"BW42 BW23",-1.240040406,-1.329892495,-0.147554027,0.609706814,-0.833660008,-0.267789168,-0.127805125,0.206922276,-0.59799646,0.433170722,1.169758065,-0.970583802,-0.230285983,-0.477524643,-0.477512869,-0.531842454
"K12 BW23",-0.969475728,-0.689110957,0.732229112,-0.56227974,1.284229635,1.280719094,0.077621686,0.310448044,-0.434378364,0.009770241,0.823643427,-1.073025022,-0.512636622,-0.074826956,-0.074815332,-0.136175189
"K22 BW23",-0.968605546,-0.712230751,0.911004897,-0.493339355,0.932259437,1.227023673,-0.468435015,-0.055820324,-0.702734831,0.101977456,0.625863634,-0.690577777,-1.218513222,-0.384418653,-0.384406914,-0.531842454
"K32 BW23",-0.960255935,-0.71117854,1.136193625,-0.079697042,1.69809804,1.32153973,-0.964443771,-0.553401558,-0.644962056,-0.266851405,0.230304055,-0.655809848,-1.218513222,-0.754557803,-0.754545926,-0.936754281
"K42 BW23",-0.96017306,-0.695928701,1.224893919,-0.217577812,1.55366889,1.348408478,-0.543937186,-0.123951158,-0.70785893,-0.266851405,0.230304055,-0.655809848,-1.218513222,-0.377564224,-0.377552487,-0.526295716
"O12 BW23",0.124178233,1.388427445,1.269587865,-0.355458584,-0.079958307,2.509251121,-0.407411692,-0.894421646,0.935723722,0.754520835,0.546751721,0.274900929,-0.089110663,0.428973553,0.42898499,0.202730464
"O22 BW23",0.186893547,1.477303165,2.737268296,0.402885658,-0.001068435,2.727987801,0.078749817,-0.546886442,1.135433091,1.64435271,0.362157242,1.692605883,0.616765936,-0.368996188,-0.368984455,-0.283718402
"O32 BW23",0.122665773,1.396628919,1.310843814,-0.493339355,-0.101804733,2.506331154,-0.091112416,-0.717976089,1.156477669,1.467641094,1.143133856,0.42973026,0.052064657,0.380992552,0.381004007,0.221959153
"O42 BW23",0.119040011,1.385458195,1.220768323,0.127124115,-0.081171997,2.473176483,-0.3173495,-1.248847102,1.73862444,1.230159871,-0.007031698,1.632738108,0.475590616,0.314733075,0.314744554,0.296285434
"WS2 BW23",1.478244741,0.805070633,2.185469961,-0.493339355,-0.810599892,2.263199705,-0.270972792,0.094311842,-0.638033359,0.515785454,0.579327211,-0.083111689,-1.359688541,-0.780833113,-0.780821226,-0.927509718
"WB2 BW23",1.371212263,0.728172812,2.613500445,-0.700160512,-0.681948716,2.216168878,-1.008851983,-0.648077861,-0.548117956,-0.367441095,-0.21470048,-0.201851284,-0.089110663,-0.674589468,-0.674577621,-1.134587913
"WP2 BW23",1.55363986,0.71685795,0.064226517,-0.42439897,-0.730496329,1.723939823,0.428084968,0.317142375,0.155509818,0.328949062,0.823643427,-0.651798167,0.193239977,0.818533585,0.818544876,0.958380983
"WK2 BW23",1.580056121,0.722955003,0.835368988,-0.700160512,-0.677093954,2.226123695,0.03209356,0.194914886,-0.30131586,1.25456766,1.34281538,-0.114733916,-0.089110663,-0.759698624,-0.759686746,-0.713035874
"BW13 BW23",-1.254087641,-1.35951293,-1.341569989,-1.113802826,-1.081252837,-1.339122616,-1.302037383,-1.397168767,0.318080391,-1.260431203,-0.560815118,-0.924019604,-1.218513222,0.828244025,0.828255314,0.599691968
"BW11 BW33",-1.231027799,-1.328998837,-0.218032943,-0.631220126,-1.071543314,-1.344390337,-1.189707866,-0.706911301,-0.751253047,-1.109888814,-0.382175301,-0.96087041,-0.371461303,-1.016168498,-1.016156524,-0.890531469
"BW21 BW33",-1.230178335,-1.330454635,-0.22009574,-0.286518198,-1.053337959,-1.343069199,-0.605656983,-0.055457522,-0.939159236,-0.87038955,-0.382175301,-0.644798305,-0.512636622,-0.507798369,-0.507786584,-0.86834452
"BW31 BW33",-1.231048518,-1.328840286,-0.218376742,-0.56227974,-1.031491533,-1.325330609,-1.562070737,-0.93981428,-0.965081804,-1.826816112,-1.114598529,-0.941362855,-0.794987262,-0.88764796,-0.887636034,-1.164170512
"BW41 BW33",-1.232581696,-1.332097813,-0.213219748,-0.975922055,-1.004790346,-1.333846478,-0.854907786,-0.997643295,0.355650491,-0.851410364,-1.064254583,0.279525029,-0.089110663,0.466101709,0.466113132,0.274283376
"O11 BW33",0.252571625,1.84410649,1.617856845,1.299110671,1.392248075,0.756673335,-0.673232889,-0.139645996,-0.901299393,-1.096716351,-0.465335217,-0.833845638,-0.653811942,-0.821959685,-0.821947783,-0.833215183
"O21 BW33",0.237364146,1.86221027,1.481368409,0.540766429,1.08639811,0.749470188,-0.918490621,-0.395528359,-0.854724801,-1.121863773,-0.650135022,-0.623386972,-0.089110663,-1.03101976,-1.031007781,-1.15492595
"O31 BW33",0.256383854,1.873741338,1.6546434,0.196064501,1.507548657,0.721364452,-0.094428679,0.066491898,-0.28383664,0.088059384,0.068484221,0.025921896,-0.089110663,-1.077858356,-1.07784636,-0.725978261
"O41 BW33",0.23593456,1.865525452,1.561817513,-0.56227974,1.428658785,0.719041942,0.155677666,-0.207429022,0.646810966,0.76419292,-0.773808734,2.0287364,0.899116576,-0.953907437,-0.953895487,-0.430152269
"K11 BW33",-0.901042071,-0.49243415,0.002686392,0.609706814,1.383752242,-0.416337242,-0.276756672,0.16130905,-0.770493543,-1.282642381,-0.560815118,-0.953332141,-1.218513222,-0.610043597,-0.610031774,-0.631683726
"K21 BW33",-0.903134653,-0.503345424,0.003373991,0.265004886,1.645909356,-0.439309895,0.034833137,0.416078796,-0.701068367,-0.13330992,0.362157242,-0.653412061,-0.794987262,-0.95447864,-0.954466689,-0.960790143
"K31 BW33",-0.897499184,-0.500087897,0.037753949,0.333945273,1.658046259,-0.450838295,-0.602337295,-0.151306083,-0.758170068,-0.623177596,-0.066365635,-0.734921619,-0.230285983,-0.667735039,-0.667723195,-0.443094656
"K41 BW33",-0.884612192,-0.464932549,0.259160882,-0.010756656,1.745431964,-0.44506568,-0.809598039,-0.456559047,-0.556025061,-1.272748316,-1.253044386,-0.027616547,-0.794987262,-0.97846914,-0.97845718,-1.1475303
"WS1 BW33",1.610408924,0.972746799,1.101126068,0.609706814,-0.55572492,0.222807398,0.216390296,0.502758291,-0.547652627,-0.309408581,-0.560815118,0.331064509,-0.512636622,-0.807679625,-0.807667729,-1.15492595
"WB1 BW33",1.630837501,0.979795165,0.634933829,-0.010756656,-0.391876724,0.200735138,-0.233185474,0.198894839,-0.764369923,-0.319541248,0.421703848,-0.977693599,0.616765936,-0.74199135,-0.741979478,-0.250807761
"WP1 BW33",1.717876493,0.972285556,0.320013409,0.885468357,-0.945319519,0.194676417,0.151206236,0.505775059,-0.665162289,-0.391777316,0.421703848,-1.073025022,-1.359688541,-0.576342656,-0.576330846,-0.550331578
"WK1 BW33",1.702399672,0.984450835,0.47747362,0.05818373,-0.070248784,0.190081887,-0.087980508,-0.205453744,0.224569767,-0.078513265,-1.253044386,1.54844001,1.040291896,-1.026450141,-1.026438163,-0.718582611
"BW12 BW33",-1.24923948,-1.336839965,-0.136552441,1.299110671,-1.080039147,-0.312211379,-0.979862386,-0.476924661,-0.811311917,-0.9917909,-0.560815118,-0.569489471,-1.218513222,-0.981325152,-0.981313191,-1.127192263
"BW22 BW33",-1.237512733,-1.349077312,-0.083607304,1.299110671,-1.008431416,-0.317832526,-0.926536884,-0.540960043,-0.602587039,-0.669210171,-0.560815118,-0.143773038,-1.077337902,-0.94019858,-0.940186634,-1.201148761
"BW32 BW33",-1.246110967,-1.339910112,-0.105266678,-0.148637427,-1.018140939,-0.265382509,-0.941795274,-0.434827224,-0.822895658,-1.096716351,-0.465335217,-0.833845638,-0.936162582,-1.004173248,-1.004161278,-0.796236934
"BW42 BW33",-1.248680078,-1.334086922,-0.147554027,-0.42439897,-0.965952255,-0.283348302,0.090341115,0.259844269,-0.319982113,0.009770241,0.325238352,-0.415911121,-1.218513222,-0.153652886,-0.153641233,-0.317368609
"K12 BW33",-0.9781154,-0.684916529,0.732229112,0.747587586,1.151937388,1.26515996,-1.12185162,-0.854855667,-0.364112099,-1.574517384,-1.599159024,0.030461709,-0.936162582,-0.556350573,-0.55633877,-0.713035874
"K22 BW33",-0.977245217,-0.708036324,0.911004897,0.678647201,0.799967189,1.211464539,-0.483830274,-0.414061263,-0.074042766,-0.309408581,-0.560815118,0.331064509,0.052064657,-0.246758876,-0.246747188,-0.317368609
"K32 BW33",-0.968895606,-0.706984114,1.136193625,0.265004886,1.565805794,1.305980596,-0.970526156,-1.363145332,0.825428226,-0.628587411,-0.956374696,0.431356617,0.052064657,0.825959216,0.825970505,0.653310429
"K42 BW33",-0.968812732,-0.691734275,1.224893919,0.402885658,1.421376644,1.332849344,-0.310959647,-0.238691455,-0.097746115,-0.309408581,-0.560815118,0.331064509,0.052064657,-0.253613305,-0.253601614,-0.322915346
"O12 BW33",0.115538561,1.392621872,1.269587865,0.540766429,-0.212250554,2.493691987,0.030044054,-1.277221488,2.387371359,0.19017566,-1.114598529,1.720502679,1.181467216,2.009490571,2.009501421,1.792795173
"O22 BW33",0.178253876,1.481497591,2.737268296,-0.217577812,-0.133360682,2.712428667,1.173093737,0.105926315,1.821775574,2.084432605,0.362157242,2.273388371,1.887343815,1.21152083,1.211531976,1.306346307
"O32 BW33",0.114026101,1.400823345,1.310843814,0.678647201,-0.23409698,2.49077202,0.377915486,-1.018875499,2.512591834,1.141404255,-0.134827868,1.684096247,1.322642535,1.961509571,1.961520438,1.812023863
"O42 BW33",0.110400339,1.389652622,1.220768323,0.05818373,-0.213464245,2.457617349,0.601347433,-0.958017674,2.785174655,1.325409786,-0.837706824,2.853631216,1.746168495,1.895250093,1.895260985,1.886350143
"WS2 BW33",1.469605069,0.80926506,2.185469961,0.678647201,-0.942892138,2.247640571,-0.179703519,-0.502238599,0.60973374,0.355547304,-0.397937644,0.993877363,-0.089110663,0.149655584,0.149667124,0.078298656
"WB2 BW33",1.362572591,0.732367239,2.613500445,0.885468357,-0.814240962,2.200609745,-0.510962726,-0.37490655,-0.19226421,-0.391777316,0.421703848,-1.073025022,-1.359688541,0.90592755,0.90593881,0.455476796
"WP2 BW33",1.545000189,0.721052376,0.064226517,0.609706814,-0.862788576,1.708380689,-0.84517937,-0.342113139,-0.826453316,-0.904487755,-0.363035325,-0.715033191,-1.077337902,-0.761983434,-0.761971554,-0.631683726
"WK2 BW33",1.571416451,0.72714943,0.835368988,0.885468357,-0.809386201,2.210564561,0.128091604,-0.403251668,0.957531244,0.627754774,-0.21470048,1.111529171,1.181467216,0.820818394,0.820829685,0.877028835
"BW13 BW33",-1.248431454,-1.355318504,-1.341569989,1.299110671,-0.94896059,-1.336303627,-2.058997179,-1.482300031,-0.826765377,-1.768511784,-1.668381949,-0.134290874,-0.230285983,-0.752272993,-0.752261117,-0.990372742
"BW23 BW33",-1.246939712,-1.357869754,-1.341569989,1.299110671,-0.94896059,-1.329933554,-1.453096936,-1.651520837,0.523698229,-1.876286452,-1.945273654,0.088539955,-0.089110663,0.474669745,0.474681164,0.370426823
"BW11 BW43",-1.227153414,-1.324343169,-0.218032943,-0.217577812,-0.939251067,-1.338306371,-0.070690821,0.155275376,-0.405417792,-0.466381776,0.107544177,-0.757283468,-0.089110663,-0.695152754,-0.695140899,-0.284088185
"BW21 BW43",-1.22630395,-1.325798966,-0.22009574,1.092289514,-0.976875468,-1.336985233,0.012650065,0.325412896,-0.573373409,-0.508895351,-0.178895516,-0.435737835,-0.230285983,-1.008171665,-1.008159694,-0.964487967
"BW31 BW43",-1.227174133,-1.324184616,-0.218376742,0.816527971,-0.998721894,-1.331414575,-0.119885674,0.216015295,-0.601019159,-1.185797905,-0.465335217,-0.951408386,-0.512636622,-0.823673292,-0.82366139,-0.557727228
"BW41 BW43",-1.228707311,-1.327442143,-0.213219748,0.127124115,-0.872498098,-1.339930445,-0.499983732,-0.342561719,-0.232552711,-0.397026303,-0.309095377,-0.116442094,-0.371461303,-0.034271586,-0.034259978,-0.332159909
"O11 BW43",0.25644601,1.84876216,1.617856845,-0.079697042,1.524540322,0.750589369,0.561867851,0.918289823,-0.714002317,-0.13330992,0.68042358,-1.073025022,-0.371461303,-0.32158639,-0.321574674,-0.226771899
"O21 BW43",0.241238531,1.866865938,1.481368409,-0.838041283,1.218690356,0.743386222,0.26905915,0.542379427,-0.529620528,-0.249562555,0.107544177,-0.471142672,0.193239977,-0.680301492,-0.680289643,-0.548482666
"O31 BW43",0.260258239,1.878397008,1.6546434,-1.04486244,1.639840904,0.715280486,1.117574627,1.472769151,-0.773261854,0.904722631,1.201223025,-0.389751504,-0.371461303,-0.633462896,-0.633451064,-1.106854226
"O41 BW43",0.239808946,1.870181121,1.561817513,-0.286518198,1.560951032,0.712957975,1.880640501,1.950038464,-0.335058107,1.392878487,0.504152998,1.17351823,0.616765936,-0.757413815,-0.757401937,-1.036595553
"K11 BW43",-0.897167685,-0.48777848,0.002686392,-0.769100898,1.51604449,-0.422421208,-0.198966804,0.013563103,-0.366648543,-1.467108055,-0.751774911,-0.945007505,-0.936162582,-0.109670302,-0.109658665,-0.025240441
"K21 BW43",-0.899260268,-0.498689755,0.003373991,-1.113802826,1.778201603,-0.445393861,0.549237193,1.007245676,-0.898383432,0.009770241,0.669814696,-0.870212084,-1.077337902,-0.756842612,-0.756830735,-0.872042345
"K31 BW43",-0.893624799,-0.495432227,0.037753949,-1.04486244,1.790338506,-0.456922261,0.08266308,0.301629534,-0.409589665,-0.499795956,0.230304055,-0.963231551,0.052064657,-0.167361744,-0.167350085,0.163348629
"K41 BW43",-0.880737807,-0.460276879,0.259160882,-0.838041283,1.877724211,-0.451149646,0.205203644,0.715420561,-0.955784157,-0.538253781,-0.21470048,-0.4272763,-1.077337902,-0.478095845,-0.478084071,-0.685302187
"WS1 BW43",1.614283309,0.977402468,1.101126068,-0.769100898,-0.423432673,0.216723432,1.218005723,1.648397712,-0.921896702,0.507689208,0.625863634,-0.155151634,-0.794987262,-0.30730633,-0.307294619,-0.548482666
"WB1 BW43",1.634711886,0.984450835,0.634933829,-0.838041283,-0.259584477,0.194651172,0.345566721,0.563348898,-0.436521426,0.077791955,0.68042358,-0.794429526,0.899116576,-0.241618055,-0.241606369,0.355635524
"WP1 BW43",1.721750878,0.976941226,0.320013409,-0.493339355,-0.813027272,0.188592451,0.534206245,0.69118541,-0.346204471,0.009770241,0.68042358,-0.884199192,-1.077337902,-0.075969361,-0.075957737,0.056111706
"WK1 BW43",1.706274057,0.989106505,0.47747362,1.436991442,0.062043462,0.18399792,1.380337164,1.566784874,-0.493743576,0.839635187,0.304471474,0.706658462,0.757941256,-0.526076846,-0.526065054,-1.114249876
"BW12 BW43",-1.245365095,-1.341495635,-0.136552441,-0.079697042,-0.9477469,-0.318295345,0.443796685,0.837604695,-0.769305195,-0.2866101,0.362157242,-0.85572545,-0.936162582,-0.7299961,-0.729984232,-0.520748979
"BW22 BW43",-1.233638348,-1.353732982,-0.083607304,-0.079697042,-0.87613917,-0.323916492,0.758954978,1.218102974,-0.923678372,0.088059384,0.477528789,-0.513376127,-1.359688541,-0.771122672,-0.771110789,-0.631683726
"BW32 BW43",-1.242236582,-1.344565782,-0.105266678,1.230170285,-0.885848692,-0.271466476,0.812953871,1.075959272,-0.570953875,0.152850401,0.966863273,-1.073025022,-0.653811942,-0.503799953,-0.503788169,-0.18979365
"BW42 BW43",-1.244805692,-1.338742591,-0.147554027,-0.42439897,-0.833660008,-0.289432268,0.993147833,1.353310683,-0.768576573,0.778163712,1.322048502,-0.716074256,-1.218513222,-0.654026182,-0.654014342,-0.923811894
"K12 BW43",-0.974241015,-0.680260861,0.732229112,-0.631220126,1.284229635,1.259075994,0.06228183,0.53776005,-0.876436618,-1.164566947,-0.906929748,-0.341176472,-1.218513222,-1.056723868,-1.056711879,-1.119796614
"K22 BW43",-0.973370832,-0.703380655,0.911004897,-0.700160512,0.932259437,1.205380573,0.876280888,1.186847695,-0.664941942,0.17574323,0.230304055,-0.071708605,-0.230285983,-0.747132171,-0.747120298,-0.923811894
"K32 BW43",-0.965021222,-0.702328445,1.136193625,-1.113802826,1.69809804,1.29989663,0.762440192,0.813704729,-0.178136419,0.507689208,0.625863634,-0.155151634,-0.230285983,0.32558592,0.325597396,0.046867144
"K42 BW43",-0.964938347,-0.687078605,1.224893919,-0.975922055,1.55366889,1.326765378,0.704848894,1.012686268,-0.64097674,-0.156202749,-0.165255531,0.011734434,-0.230285983,-0.7539866,-0.753974724,-0.929358631
"O12 BW43",0.119412947,1.397277541,1.269587865,-0.838041283,-0.079958307,2.487608021,0.80652984,0.09462879,1.212643187,0.76419292,-0.007031698,1.017791939,0.899116576,1.509117276,1.509128312,1.186351889
"O22 BW43",0.182128261,1.486153261,2.737268296,-0.631220126,-0.001068435,2.706344701,1.881449677,1.355054671,0.754424543,2.412010872,1.285129611,1.488822552,1.604993175,0.711147535,0.711158867,0.699903023
"O32 BW43",0.117900486,1.405479015,1.310843814,-0.700160512,-0.101804733,2.484688054,1.156567068,0.390270271,1.273379548,1.788052265,1.143133856,0.852583483,1.040291896,1.461136275,1.461147328,1.205580578
"O42 BW43",0.114274724,1.394308292,1.220768323,-0.906981668,-0.081171997,2.451533383,1.379008919,0.507950057,1.440346646,2.031236138,0.823643427,1.594745096,1.463817855,1.394876798,1.394887876,1.279906859
"WS2 BW43",1.473479454,0.813920729,2.185469961,-0.700160512,-0.810599892,2.241556605,1.313173512,1.382279572,-0.27171841,1.272608201,1.067959643,0.271453545,-0.371461303,-0.350717712,-0.350705985,-0.528144629
"WB2 BW43",1.366446976,0.737022909,2.613500445,-0.493339355,-0.681948716,2.194525778,0.592945158,0.951962805,-0.722188788,-0.266851405,0.393983879,-0.871610795,-1.077337902,0.405554255,0.405565701,-0.150966488
"WP2 BW43",1.548874574,0.725708046,0.064226517,-0.769100898,-0.730496329,1.702296723,0.383503951,0.643635151,-0.518167127,-0.790976636,-0.066365635,-0.956369464,-0.794987262,-0.261610138,-0.261598445,-0.025240441
"WK2 BW43",1.575290836,0.7318051,0.835368988,-0.493339355,-0.677093954,2.204480595,1.894406997,1.883772312,-0.19021992,1.946121778,1.861987333,0.11343063,0.899116576,0.320445099,0.320456576,0.270585551
"BW13 BW43",-1.252305839,-1.350662835,-1.341569989,-0.079697042,-1.081252837,-1.330219661,-1.456676688,-1.032259,-0.614943662,-2.295410166,-2.000651999,-0.391573571,-0.512636622,-0.251899698,-0.251888008,-0.383929457
"BW23 BW43",-1.250814097,-1.353214084,-1.341569989,-0.079697042,-1.081252837,-1.323849588,-0.706151253,-0.55719854,-0.194246116,-1.47772353,-1.253044386,-0.298126553,-0.371461303,-0.025703551,-0.025691945,-0.236016461
"BW33 BW43",-1.251704999,-1.35740851,-1.341569989,0.265004886,-0.94896059,-1.339408722,-1.531560415,-1.184093048,-0.465930769,-2.756446243,-2.18397341,-0.758315301,-1.077337902,-0.605473978,-0.605462157,-0.613194601
"BW11 K13",0.272047144,1.64696844,-0.218032943,0.816527971,-1.026636772,0.564300509,0.365660862,0.659212367,-0.577310567,0.088059384,-0.165255531,0.334092194,0.899116576,-0.6106148,-0.610602977,-1.191904199
"BW21 K13",0.27119768,1.648424239,-0.22009574,2.126395298,-1.064261173,0.565621647,0.494441047,0.860834128,-0.724774611,-0.582990431,-1.351934283,1.013050851,0.757941256,-0.102244671,-0.102233037,-0.56697179
"BW31 K13",0.272067862,1.646809889,-0.218376742,1.850633755,-1.076398075,0.543036079,0.740524298,1.118580531,-0.773339795,-0.397026303,-0.560815118,0.215433611,0.475590616,-0.482094262,-0.482082486,-0.97373253
"BW41 K13",0.273601042,1.650067415,-0.213219748,1.161229899,-0.959883803,0.551551949,0.37566275,0.493520623,-0.257113175,-0.086725683,0.625863634,-0.939613191,-1.359688541,0.871655407,0.871666679,0.575656106
"O11 K13",-1.21155228,-1.197991472,1.617856845,-1.113802826,1.437154618,-1.152017512,0.761394811,1.164952062,-0.822285371,-0.488148727,-0.560815118,0.095177473,0.616765936,-0.984181164,-0.984169202,-1.134587913
"O21 K13",-1.196344801,-1.179887694,1.481368409,-0.355458584,1.131304652,-1.159220659,0.352580019,0.686296394,-0.649315384,-0.2866101,-0.956374696,0.882671119,1.181467216,-0.625466062,-0.625454233,-0.982977092
"O31 K13",-1.21536451,-1.168356624,1.6546434,-0.010756656,1.5524552,-1.187326395,0.737977375,1.049262154,-0.650947855,0.299258013,1.02142322,-0.951741542,-1.359688541,-0.672304658,-0.672292812,-0.424605531
"O41 K13",-1.194915216,-1.176572511,1.561817513,0.747587586,1.473565327,-1.189648904,1.484552735,1.463511492,-0.125826972,0.253848168,-0.134827868,0.512770215,-0.371461303,-0.548353739,-0.548341939,-0.128779539
"K11 K13",-0.057938584,0.810403753,0.002686392,-0.42439897,1.428658785,-0.365957289,0.662959731,0.947053584,-0.592918938,-0.071589071,-0.165255531,0.123400844,0.052064657,-1.015597296,-1.015585322,-0.933056456
"K21 K13",-0.055846002,0.821315028,0.003373991,-0.079697042,1.690815898,-0.342984636,0.895697274,1.364434273,-0.956348838,0.355547304,0.625863634,-0.355936444,-0.653811942,-0.548924942,-0.548913141,-0.659417413
"K31 K13",-0.061481471,0.8180575,0.037753949,-0.148637427,1.702952802,-0.331456234,0.209120051,0.494255735,-0.544594354,-0.582990431,-0.560815118,-0.029987086,1.040291896,-1.073288737,-1.073276742,-0.744467386
"K41 K13",-0.074368463,0.782902151,0.259160882,0.196064501,1.790338506,-0.33722885,0.097592732,0.575833922,-0.8853976,-1.004509136,-0.560815118,-0.586273989,-0.653811942,-0.827671709,-0.827659805,-0.84615757
"WS1 K13",0.058230812,-0.654777196,1.101126068,-0.42439897,-0.510818377,-1.005101928,1.459883955,1.839007942,-0.85490948,0.602530913,1.416982798,-1.073025022,-0.936162582,-0.998461224,-0.998449257,-0.982977092
"WB1 K13",0.078659388,-0.661825562,0.634933829,0.196064501,-0.346970182,-0.983029668,1.714237376,1.99659182,-0.706090829,1.027529133,1.02142322,0.009372843,1.887343815,-1.064149499,-1.064137507,-0.552180491
"WP1 K13",0.165698381,-0.654315954,0.320013409,-0.700160512,-0.900412976,-0.976970947,1.029492237,1.256924984,-0.529865384,0.648127892,0.625863634,0.030188186,-0.089110663,-0.981896355,-0.981884393,-0.851704308
"WK1 K13",0.15022156,-0.666481232,0.47747362,2.471097226,-0.025342242,-0.972376416,1.992273671,2.16498863,-0.536357095,1.019065448,1.34281538,-0.425531027,-0.230285983,-0.779690708,-0.779678822,-0.417209881
"BW12 K13",0.290258826,1.705257997,-0.136552441,-1.113802826,-1.035132604,-0.470083151,0.809649122,1.242025311,-0.880329438,0.009770241,0.230304055,-0.290746573,0.052064657,-0.575771454,-0.575759644,-1.010710779
"BW22 K13",0.278532077,1.69302065,-0.083607304,-1.113802826,-0.963524874,-0.464462004,1.317999415,1.753084227,-0.941545871,0.470806325,1.02142322,-0.725345706,-0.371461303,-0.534644882,-0.534633087,-0.899776032
"BW32 K13",0.287130312,1.70218785,-0.105266678,2.26427607,-0.973234397,-0.51691202,1.303841663,1.615436726,-0.714143784,0.17574323,0.230304055,-0.071708605,0.334415297,-0.801967601,-0.801955707,-1.097609664
"BW42 K13",0.289699422,1.708011041,-0.147554027,0.609706814,-0.921045712,-0.498946227,1.272619936,1.581920065,-0.706491333,0.550986507,1.02142322,-0.619530272,-0.230285983,0.251900812,0.251912314,-0.015995879
"K12 K13",0.019134745,1.002886132,0.732229112,-0.56227974,1.196843931,-0.643530886,0.477898547,0.879563064,-0.787447303,-0.635680275,-0.165255531,-0.621041918,-0.512636622,-0.150796874,-0.150785222,-0.411663144
"K22 K13",0.018264561,1.026005926,0.911004897,-0.493339355,0.844873731,-0.697226307,0.878376242,1.136849351,-0.569906118,0.602530913,1.416982798,-1.073025022,-1.218513222,0.158794822,0.158806359,-0.015995879
"K32 K13",0.009914952,1.024953717,1.136193625,-0.079697042,1.610712336,-0.60271025,0.796897136,0.789140024,-0.074012622,0.207357134,1.02142322,-1.073025022,-1.218513222,1.231512914,1.231524052,0.954683159
"K42 K13",0.009832077,1.009703878,1.224893919,-0.217577812,1.466283186,-0.575841503,1.63098589,1.8932091,-0.660061229,0.9977047,1.812542385,-1.073025022,-1.218513222,0.151940393,0.151951933,-0.021542617
"O12 K13",-1.074519217,-1.07465227,1.269587865,-0.355458584,-0.167344011,0.585001142,1.312505513,0.684165753,1.003828081,0.009770241,-0.007031698,0.022164814,-0.089110663,2.41504427,2.415054968,2.094167903
"O22 K13",-1.13723453,-1.163527988,2.737268296,0.402885658,-0.088454139,0.80373782,2.088124917,1.583307395,0.69208983,1.392878487,0.362157242,1.360730167,0.616765936,1.617074528,1.617085523,1.607719037
"O32 K13",-1.073006756,-1.082853743,1.310843814,-0.493339355,-0.189190437,0.582081174,1.715011581,1.086115339,0.960297364,1.230159871,1.143133856,0.116321406,0.052064657,2.367063269,2.367073985,2.113396593
"O42 K13",-1.069380995,-1.071683019,1.220768323,0.127124115,-0.168557702,0.548926502,1.584791906,0.728208062,1.39109951,1.482111275,0.823643427,0.870053721,0.475590616,2.300803791,2.300814532,2.187722873
"WS2 K13",-0.082573043,-0.491295457,2.185469961,-0.493339355,-0.897985596,0.338949725,2.006612599,2.091659671,-0.377619102,1.538468823,2.045224497,-0.666143347,-1.359688541,0.555209282,0.555220672,0.379671386
"WB2 K13",-0.189605521,-0.414397636,2.613500445,-0.700160512,-0.76933442,0.291918899,1.206143321,1.506879322,-0.683471955,0.328949062,0.230304055,0.130480294,-0.089110663,1.311481249,1.311492357,0.756849526
