"","chlorides","sulphates","nitrates","phosphates","ammonium","calcium","LCBDall","LCBDrepl","LCBDnest","Beta.sorensenall","Beta.sorensen.turn","Beta.sorensen.nest","TaxaS","Dominance_D","Simpson_1.D","Shannon_H"
"WP2 K13",-0.007177924,-0.403082774,0.064226517,-0.42439897,-0.817882034,-0.200310156,0.522838417,0.841716117,-0.641022549,-0.582990431,-0.560815118,-0.029987086,0.193239977,-1.044157415,-1.044145431,-0.933056456
"WK2 K13",0.019238338,-0.409179827,0.835368988,-0.700160512,-0.764479658,0.301873714,2.479548389,2.516528974,-0.342059642,1.91621674,2.381159287,-0.610529311,-0.089110663,1.226372092,1.226383233,1.178401565
"BW13 K13",0.303746658,1.673288107,-1.341569989,-1.113802826,-0.993867133,0.572387219,0.179346922,0.622488528,-0.830256661,-0.531446026,-0.165255531,-0.483481836,-1.218513222,-1.053867856,-1.053855868,-1.1475303
"BW23 K13",0.3052384,1.675839356,-1.341569989,-1.113802826,-0.993867133,0.578757292,0.841457146,0.978905847,-0.344493402,-0.266851405,0.230304055,-0.655809848,-1.359688541,0.880223443,0.880234712,0.671799553
"BW33 K13",0.296598728,1.680033782,-1.341569989,1.299110671,-1.036346295,0.563198159,0.102747965,0.494915596,-0.728558861,-1.586123884,-2.143053448,0.732232951,-0.089110663,-0.700293575,-0.700281719,-0.918265156
"BW43 K13",0.300473114,1.684689452,-1.341569989,-0.079697042,-0.993867133,0.557114192,-1.041558563,-0.521325382,-0.836113059,-1.152040684,-1.351934283,0.262063541,-0.371461303,-0.19992028,-0.19990861,-0.311821872
"BW11 K23",0.283628862,1.648871068,-0.218032943,0.816527971,-0.990226061,0.566336913,-0.793781664,-0.321103745,-0.776568474,-0.065672026,-0.079264317,0.017836,0.757941256,-0.492947107,-0.492935328,-0.975581442
"BW21 K23",0.282779398,1.650326865,-0.22009574,2.126395298,-1.027850462,0.567658051,-0.326825978,0.211676477,-0.948628368,-0.419470249,-0.801590515,0.5032602,0.616765936,0.015423022,0.015434612,-0.29518166
"BW31 K23",0.28364958,1.648712515,-0.218376742,1.850633755,-1.049696888,0.545072483,-0.115236866,0.416788354,-0.960201106,0.401215967,0.643061882,-0.318341293,0.334415297,-0.364426569,-0.364414837,-0.701942399
"BW41 K23",0.28518276,1.651970042,-0.213219748,1.161229899,-0.923473093,0.553588353,-0.076305021,-0.155895857,0.15399911,0.101977456,0.823643427,-0.951337264,-1.218513222,0.9893231,0.989334328,0.847446236
"O11 K23",-1.199970563,-1.199894099,1.617856845,-1.113802826,1.473565327,-1.154053915,-0.826083415,-0.289090539,-0.89061108,-0.628587411,-0.440427416,-0.248885515,0.475590616,-0.866513471,-0.866501553,-1.032897728
"O21 K23",-1.184763083,-1.18179032,1.481368409,-0.355458584,1.167715363,-1.161257062,-0.986571203,-0.455620219,-0.861799394,-0.705630578,-1.162753614,0.601778023,1.040291896,-0.507798369,-0.507786584,-0.711186961
"O31 K23",-1.203782792,-1.17025925,1.6546434,-0.010756656,1.58886591,-1.189362798,-0.177867627,-0.024127805,-0.261469837,0.101977456,0.823643427,-0.951337264,-1.218513222,-0.554636965,-0.554625163,-0.152815401
"O41 K23",-1.183333497,-1.178475138,1.561817513,0.747587586,1.509976038,-1.191685308,0.911498,0.670119729,0.34054451,0.470806325,-0.134827868,0.799094357,-0.230285983,-0.430686046,-0.43067429,0.143010592
"K11 K23",-0.046356866,0.812306379,0.002686392,-0.42439897,1.465069495,-0.363920885,-0.31870562,0.125058318,-0.776271516,-0.225097199,-0.079264317,-0.192560679,-0.089110663,-1.078429559,-1.078417562,-1.204846586
"K21 K23",-0.044264284,0.823217654,0.003373991,-0.079697042,1.727226608,-0.340948232,-0.570570482,-0.179706588,-0.651653361,-0.820094705,-0.440427416,-0.50162163,-0.794987262,-0.431257249,-0.431245492,-0.387627282
"K31 K23",-0.049899753,0.819960126,0.037753949,-0.148637427,1.739363512,-0.329419831,-1.220901036,-0.742964606,-0.73891256,-1.047900766,-0.801590515,-0.326092477,0.899116576,-1.020738117,-1.020726142,-1.016257516
"K41 K23",-0.062786746,0.784804778,0.259160882,0.196064501,1.826749216,-0.335192447,-0.870209437,-0.521329395,-0.541710978,-0.784781305,-0.079264317,-0.931187304,-0.794987262,-0.710004016,-0.709992156,-0.57436744
"WS1 K23",0.046649094,-0.65287457,1.101126068,-0.42439897,-0.474407667,-1.003065524,0.787709316,1.070764819,-0.604827026,0.76419292,1.416982798,-0.859676358,-1.077337902,-0.880793531,-0.880781608,-0.711186961
"WB1 K23",0.06707767,-0.659922936,0.634933829,0.196064501,-0.310559472,-0.980993265,1.205225662,1.59136714,-0.839557938,1.141404255,1.365388071,-0.293838578,1.746168495,-0.946481806,-0.946469858,-0.823970621
"WP1 K23",0.154116663,-0.652413327,0.320013409,-0.700160512,-0.864002266,-0.974934543,0.147820432,0.506364539,-0.672057477,0.163448938,0.281898783,-0.155957847,-0.230285983,-1.099564047,-1.099552042,-1.123494438
"WK1 K23",0.138639842,-0.664578606,0.47747362,2.471097226,0.011068469,-0.970340013,2.239558783,2.347077417,-0.444496503,2.031236138,2.381159287,-0.458735847,-0.089110663,-0.662023015,-0.662011173,-0.145419751
"BW12 K23",0.301840544,1.707160624,-0.136552441,-1.113802826,-0.998721894,-0.468046748,0.031681462,0.487372006,-0.836862622,0.17574323,0.643061882,-0.615902313,-0.089110663,-0.458103761,-0.458091995,-0.738920648
"BW22 K23",0.290113795,1.694923276,-0.083607304,-1.113802826,-0.927114164,-0.4624256,0.678175061,1.028588664,-0.715886953,0.980888798,1.72655117,-0.981843635,-0.512636622,-0.416977189,-0.416965438,-0.627985901
"BW32 K23",0.29871203,1.704090476,-0.105266678,2.26427607,-0.936823687,-0.514875616,0.227494171,0.686596585,-0.864774217,0.009770241,0.281898783,-0.358770785,0.193239977,-0.684299908,-0.684288058,-1.069875977
"BW42 K23",0.30128114,1.709913667,-0.147554027,0.609706814,-0.884635002,-0.496909824,0.442538154,0.618512641,-0.370797066,0.701324359,1.365388071,-0.874621067,-0.371461303,0.369568505,0.369579963,0.255794251
"K12 K23",0.030716463,1.004788759,0.732229112,-0.56227974,1.233254641,-0.64556729,-0.302402204,-0.036810786,-0.452238211,-0.431647281,0.281898783,-0.941318566,-0.653811942,-0.033129182,-0.033117573,-0.139873014
"K22 K23",0.02984628,1.027908554,0.911004897,-0.493339355,0.881284442,-0.69926271,-0.112326452,-0.029499085,-0.139040742,0.009770241,0.625863634,-0.812265535,-1.077337902,0.276462515,0.276474008,0.255794251
"K32 K23",0.02149667,1.026856343,1.136193625,-0.079697042,1.647123047,-0.604746653,-0.250717051,-0.551603851,0.578003495,0.009770241,0.625863634,-0.812265535,-1.077337902,1.349180607,1.349191701,1.226473289
"K42 K23",0.021413794,1.011606504,1.224893919,-0.217577812,1.502693896,-0.577877905,-0.467380889,-0.407935274,-0.056984161,-0.744652438,-0.165255531,-0.764854724,-1.077337902,0.269608086,0.269619582,0.250247514
"O12 K23",-1.062937499,-1.072749642,1.269587865,-0.355458584,-0.130933301,0.582964738,0.949983167,0.001513264,1.629397674,1.101697798,1.100535133,0.002950957,0.052064657,2.532711962,2.532722617,2.365958034
"O22 K23",-1.125652812,-1.161625362,2.737268296,0.402885658,-0.052043429,0.801701417,1.888015441,1.152597565,1.135953996,2.084432605,1.285129611,1.056510766,0.757941256,1.734742221,1.734753172,1.879509167
"O32 K23",-1.061425038,-1.080951116,1.310843814,-0.493339355,-0.152779728,0.58004477,0.619160435,-0.673793796,2.295997193,0.931842402,0.504152998,0.565079438,0.193239977,2.484730961,2.484741634,2.385186723
"O42 K23",-1.057799277,-1.069780393,1.220768323,0.127124115,-0.132146992,0.5468901,0.503537802,-1.115531683,2.905185954,0.638455808,-0.837706824,1.947043923,0.616765936,2.418471484,2.418482181,2.459513004
"WS2 K23",-0.094154761,-0.489392831,2.185469961,-0.493339355,-0.861574885,0.336913322,1.15938187,1.025774071,0.116021228,1.669500132,2.045224497,-0.493218644,-1.218513222,0.672876975,0.672888321,0.651461516
"WB2 K23",-0.201187239,-0.41249501,2.613500445,-0.700160512,-0.73292371,0.289882495,0.169845775,0.324113251,-0.300918862,-0.143908457,-0.079264317,-0.085414216,-0.230285983,1.429148941,1.429160006,1.028639657
"WP2 K23",-0.018759642,-0.401180147,0.064226517,-0.42439897,-0.781471324,-0.20234656,-0.244469705,0.236179136,-0.851942013,-0.397026303,-0.079264317,-0.419459054,0.052064657,-0.926489723,-0.926477782,-1.204846586
"WK2 K23",0.00765662,-0.407277201,0.835368988,-0.700160512,-0.728068948,0.299837311,1.814808401,1.631752425,0.133909872,2.031236138,2.381159287,-0.458735847,0.052064657,1.344039785,1.344050882,1.450191696
"BW13 K23",0.315328376,1.675190733,-1.341569989,-1.113802826,-1.030277843,0.574423623,0.302035586,0.763264806,-0.876913748,0.701324359,1.365388071,-0.874621067,-1.359688541,-0.936200163,-0.936188219,-0.87574017
"BW23 K23",0.316820118,1.677741983,-1.341569989,-1.113802826,-1.030277843,0.580793695,0.25320375,0.200543088,0.068280606,-0.078513265,0.643061882,-0.951449828,-1.218513222,0.997891136,0.997902361,0.943589684
"BW33 K23",0.308180446,1.681936409,-1.341569989,1.299110671,-0.999935584,0.565234562,-0.468198245,0.088252408,-0.965804854,-0.758623231,-0.801590515,0.055673034,-0.230285983,-0.582625883,-0.58261407,-0.646475026
"BW43 K23",0.312054831,1.686592079,-1.341569989,-0.079697042,-1.030277843,0.559150596,0.227981686,0.552481253,-0.61866966,-0.309408581,-0.079264317,-0.303828144,-0.512636622,-0.082252587,-0.082240961,-0.040031741
"K13 K23",-1.243997666,-1.360161553,-1.341569989,-1.113802826,-1.044842127,-1.343456284,-0.970481866,-0.554682752,-0.652993084,-1.499075117,-0.956374696,-0.717443912,-1.218513222,-0.988179581,-0.988167617,-0.947847755
"BW11 K33",0.276149435,1.649548517,-0.218032943,0.816527971,-1.042414746,0.558376425,-0.978125932,-0.423645986,-0.905763325,-0.659475681,-0.007031698,-0.861052793,-0.371461303,-0.582625883,-0.58261407,-1.141983563
"BW21 K33",0.275299971,1.651004315,-0.22009574,2.126395298,-1.004790346,0.559697564,-0.351309265,0.151767699,-0.881133293,-0.947766232,-0.560815118,-0.511389212,-0.512636622,-0.074255754,-0.07424413,-0.46158378
"BW31 K33",0.276170153,1.649389966,-0.218376742,1.850633755,-0.98294392,0.537111996,-0.548886776,-0.058927004,-0.835277479,-0.543473059,0.269860007,-1.073025022,-0.794987262,-0.454105344,-0.454093579,-0.86834452
"BW41 K33",0.277703332,1.652647493,-0.213219748,1.161229899,-1.053337959,0.545627866,-0.567953444,-0.780231428,0.451068711,-0.628587411,-0.686674984,0.075775506,-0.089110663,0.899644324,0.899655586,0.681044116
"O11 K33",-1.20744999,-1.20057155,1.617856845,-1.113802826,1.343700462,-1.146093428,-0.789080723,-0.326205215,-0.759162328,-0.904487755,-0.178895516,-0.957809255,-0.653811942,-0.956192247,-0.956180295,-1.199299849
"O21 K33",-1.192242511,-1.18246777,1.481368409,-0.355458584,1.037850496,-1.153296575,-1.152121884,-0.562885022,-0.950068491,-1.203109294,-0.837706824,-0.483307416,-0.089110663,-0.597477145,-0.597465327,-0.877589082
"O31 K33",-1.211262219,-1.170936701,1.6546434,-0.010756656,1.459001044,-1.181402312,-0.270719525,-0.19552859,-0.107544836,0.009770241,0.068484221,-0.077397897,-0.089110663,-0.644315741,-0.644303905,-0.319217521
"O41 K33",-1.190812925,-1.179152587,1.561817513,0.747587586,1.380111172,-1.183724821,0.947279882,0.644372677,0.449106947,0.68524171,-0.773808734,1.924542865,0.899116576,-0.520364822,-0.520353032,-0.023391529
"K11 K33",-0.053836294,0.81298383,0.002686392,-0.42439897,1.335204629,-0.371881372,-0.74540342,-0.21469741,-0.88804324,-1.096716351,-0.283923404,-1.073025022,-1.218513222,-1.043586213,-1.043574229,-1.038444466
"K21 K33",-0.051743711,0.823895104,0.003373991,-0.079697042,1.597361743,-0.348908719,-0.192834636,0.122405404,-0.555161122,-0.499795956,0.054499789,-0.731445344,-0.794987262,-0.520936024,-0.520924234,-0.554029403
"K31 K33",-0.057379181,0.820637577,0.037753949,-0.148637427,1.609498645,-0.337380317,-1.050030515,-0.502150956,-0.885734436,-0.9917909,-0.363035325,-0.830248947,-0.230285983,-1.101277654,-1.101265649,-0.849855395
"K41 K33",-0.070266173,0.785482229,0.259160882,0.196064501,1.696884351,-0.343152934,-0.693430858,-0.4232838,-0.417291354,-0.451265844,-0.21470048,-0.31247653,-0.794987262,-0.799682792,-0.799670898,-0.740769561
"WS1 K33",0.054128523,-0.65219712,1.101126068,-0.42439897,-0.604272534,-1.011026011,0.371348765,0.592985162,-0.446423427,-0.071589071,-0.165255531,0.123400844,-0.512636622,-0.970472307,-0.97046035,-0.877589082
"WB1 K33",0.074557098,-0.659245485,0.634933829,0.196064501,-0.440424337,-0.988953752,1.084237296,1.51901487,-0.915111789,0.679016162,1.377426846,-0.919933966,0.616765936,-1.036160582,-1.0361486,-0.6575685
"WP1 K33",0.161596092,-0.651735876,0.320013409,-0.700160512,-0.993867133,-0.98289503,-0.304910102,0.129305437,-0.760336481,-0.466381776,0.269860007,-0.971286081,-1.359688541,-1.009885272,-1.0098733,-0.957092318
"WK1 K33",0.14611927,-0.663901155,0.47747362,2.471097226,-0.118796398,-0.978300499,1.776072006,1.793157409,-0.227816737,1.272608201,0.823643427,0.593568206,1.040291896,-0.751701791,-0.751689915,-0.311821872
"BW12 K33",0.294361116,1.707838075,-0.136552441,-1.113802826,-1.033918914,-0.476007235,0.370567219,0.756044856,-0.745965946,0.373746093,0.977472158,-0.795491531,-1.218513222,-0.547782537,-0.547770737,-0.905322769
"BW22 K33",0.282634368,1.695600727,-0.083607304,-1.113802826,-1.05697903,-0.470386087,0.521882417,0.818996479,-0.601115912,0.778163712,1.169758065,-0.515289457,-1.077337902,-0.506655965,-0.50664418,-0.794388022
"BW32 K33",0.291232602,1.704767927,-0.105266678,2.26427607,-1.066688552,-0.522836103,0.31326231,0.823310607,-0.967435478,-0.060557295,0.68042358,-0.977011887,-0.936162582,-0.773978684,-0.7739668,-1.202997674
"BW42 K33",0.293801713,1.710591117,-0.147554027,0.609706814,-1.014499869,-0.504870311,0.39850666,0.509289128,-0.246702117,0.236097042,0.657508402,-0.555298921,-1.218513222,0.279889729,0.279901221,0.089392131
"K12 K33",0.023237035,1.005466209,0.732229112,-0.56227974,1.103389774,-0.637606803,0.097778135,0.299417009,-0.379574292,-0.143908457,0.131414159,-0.363179756,-0.936162582,-0.122807957,-0.122796315,-0.306275134
"K22 K33",0.022366852,1.028586004,0.911004897,-0.493339355,0.751419576,-0.691302223,0.61628133,0.67280495,-0.171577597,0.5792854,0.625863634,-0.060664667,0.052064657,0.186783739,0.186795266,0.089392131
"K32 K33",0.014017241,1.027533794,1.136193625,-0.079697042,1.51725818,-0.596786166,0.236171649,-0.077488099,0.547474682,0.253848168,0.230304055,0.031368088,0.052064657,1.259501831,1.259512959,1.060071168
"K42 K33",0.013934367,1.012283954,1.224893919,-0.217577812,1.37282903,-0.569917419,0.480513353,0.52305645,-0.130983874,-0.071589071,-0.165255531,0.123400844,0.052064657,0.17992931,0.17994084,0.083845393
"O12 K33",-1.070416926,-1.072072193,1.269587865,-0.355458584,-0.260798168,0.590925225,0.701106358,-0.443294691,2.015257058,0.470806325,-0.560815118,1.360730167,1.181467216,2.443033187,2.443043875,2.199555913
"O22 K33",-1.133132241,-1.160947912,2.737268296,0.402885658,-0.181908296,0.809661904,1.759516388,0.891865314,1.392000933,1.605664365,-0.560815118,2.858425673,1.887343815,1.645063445,1.64507443,1.713107047
"O32 K33",-1.068904466,-1.080273665,1.310843814,-0.493339355,-0.282644593,0.588005257,0.432333337,-1.058185823,2.677976872,0.299258013,-1.412789601,2.257605963,1.322642535,2.395052186,2.395062892,2.218784602
"O42 K33",-1.065278705,-1.069102942,1.220768323,0.127124115,-0.262011858,0.554850587,0.525325136,-1.19926747,3.095752792,0.424702714,-2.499057074,3.855329241,1.746168495,2.328792709,2.328803439,2.293110883
"WS2 K33",-0.086675333,-0.48871538,2.185469961,-0.493339355,-0.991439752,0.344873809,0.751738268,0.489468252,0.396432681,0.627754774,0.090694788,0.708885848,-0.089110663,0.583198199,0.583209579,0.485059396
"WB2 K33",-0.193707811,-0.411817559,2.613500445,-0.700160512,-0.862788576,0.297842982,0.023412302,0.101859104,-0.146052889,-0.466381776,0.269860007,-0.971286081,-1.359688541,1.339470166,1.339481264,0.862237536
"WP2 K33",-0.011280214,-0.400502698,0.064226517,-0.42439897,-0.911336189,-0.194386073,-0.498312073,0.060461699,-0.966720394,-0.9917909,-0.363035325,-0.830248947,-1.077337902,-1.016168498,-1.016156524,-1.038444466
"WK2 K33",0.015136048,-0.40659975,0.835368988,-0.700160512,-0.857933815,0.307797799,1.173851289,0.789924114,0.572197993,0.550986507,-0.21470048,1.010216511,1.181467216,1.254361009,1.254372139,1.283789575
"BW13 K33",0.307848949,1.675868184,-1.341569989,-1.113802826,-0.900412976,0.566463136,-0.124425015,0.293683535,-0.750856049,0.236097042,0.657508402,-0.555298921,-0.230285983,-1.025878939,-1.025866961,-1.04214229
"BW23 K33",0.309340691,1.678419434,-1.341569989,-1.113802826,-0.900412976,0.572833208,0.257626063,0.132132627,0.200986022,0.163448938,0.477528789,-0.413882993,-0.089110663,0.90821236,0.908223619,0.777187563
"BW33 K33",0.300701019,1.68261386,-1.341569989,1.299110671,-1.032705224,0.557274075,-0.846398248,-0.339207831,-0.833860629,-1.282642381,-0.560815118,-0.953332141,-1.359688541,-0.672304658,-0.672292812,-0.812877146
"BW43 K33",0.304575404,1.687269529,-1.341569989,-0.079697042,-0.900412976,0.551190108,-0.886887111,-0.631485728,-0.368913541,-1.185797905,-0.465335217,-0.951408386,-1.077337902,-0.171931363,-0.171919703,-0.206433862
"K13 K33",-1.251477093,-1.359484103,-1.341569989,-1.113802826,-0.987798681,-1.339568605,-1.566895529,-1.224095694,-0.453484091,-1.698775237,-2.143053448,0.583564644,-0.089110663,-1.077858356,-1.07784636,-1.114249876
"K23 K33",-1.248099956,-1.361386729,-1.341569989,-1.113802826,-0.95138797,-1.337532201,-2.3462371,-1.765559064,-0.802254526,-2.104036696,-2.246242902,0.184781186,-0.230285983,-1.016168498,-1.016156524,-1.053235765
"BW11 K43",0.269250128,1.646218921,-0.218032943,-0.286518198,-1.037559984,0.553075044,-0.813894324,-0.251908818,-0.937666042,-0.582990431,0.153744135,-0.972085865,-0.512636622,-0.512367988,-0.512356202,-0.96633688
"BW21 K43",0.268400664,1.647674719,-0.22009574,1.023349129,-1.075184386,0.554396182,-0.50547972,-0.048222065,-0.780276802,-1.121863773,-0.650135022,-0.623386972,-0.653811942,-0.00399786,-0.003986262,-0.285937097
"BW31 K43",0.269270847,1.646060369,-0.218376742,0.747587586,-1.065474863,0.531810615,-0.289158613,0.137969372,-0.749118265,-0.738468641,-0.007031698,-0.965301427,-0.936162582,-0.38384745,-0.383835711,-0.692697837
"BW41 K43",0.270804025,1.649317895,-0.213219748,0.05818373,-0.970807016,0.540326485,-0.507831702,-0.784461841,0.562100294,-0.851410364,-1.064254583,0.279525029,0.052064657,0.969902218,0.969913454,0.856690799
"O11 K43",-1.214349296,-1.197241954,1.617856845,-0.010756656,1.426231404,-1.140792047,-0.286110702,0.106330854,-0.686021874,-0.543473059,0.107544177,-0.859022409,-0.794987262,-0.885934353,-0.885922427,-1.023653166
"O21 K43",-1.199141817,-1.179138174,1.481368409,-0.769100898,1.120381439,-1.147995193,-0.913611774,-0.39529884,-0.846762198,-1.373338005,-0.918094736,-0.601975627,-0.230285983,-0.527219251,-0.527207458,-0.701942399
"O31 K43",-1.218161525,-1.167607104,1.6546434,-1.113802826,1.541531986,-1.17610093,-0.096631705,-0.071415229,-0.035420338,-0.225097199,-0.309095377,0.110456281,0.052064657,-0.574057847,-0.574046037,-0.143570838
"O41 K43",-1.197712231,-1.175822991,1.561817513,-0.355458584,1.462642114,-1.17842344,0.805631867,0.418918053,0.618047781,0.386981576,-1.412789601,2.373376564,1.040291896,-0.450106928,-0.450095164,0.152255154
"K11 K43",-0.0607356,0.809654233,0.002686392,-0.700160512,1.417735572,-0.377182753,-0.299831196,0.243326094,-0.960128706,-0.738468641,-0.007031698,-0.965301427,-1.359688541,-1.09785044,-1.097838436,-1.214091149
"K21 K43",-0.058643018,0.820565508,0.003373991,-1.04486244,1.679892685,-0.3542101,-0.373545882,-0.113507069,-0.434209727,-0.705630578,-0.253157664,-0.597463664,-0.653811942,-0.45067813,-0.450666366,-0.37838272
"K31 K43",-0.064278487,0.817307981,0.037753949,-0.975922055,1.692029589,-0.3426817,-0.944034756,-0.364603216,-0.955167329,-1.185797905,-0.659705015,-0.695144752,-0.371461303,-1.040158998,-1.040147016,-1.025502078
